label,var_6,var_18,var_2,var_26,var_27,var_1,var_3,var_25,var_23,var_7,var_4,var_8,var_22,var_13,var_10,var_30,var_28,var_16,var_15,var_31,var_32,var_11,var_19,var_21,var_24,var_17,var_9,var_5,var_12,var_14,var_20,var_29
0,0,1.5982218600000002,105,2,9,11,6,7,9,2,0,1,0,1,8.169167537,1,1,0.0,0.0,1,1,0,1,1.8245719595,0.0,2.8859880545000003,-0.0,0,6.216228106,3.887955244,0,2.1417401985
0,0,1.5982218600000002,15,7,17,11,16,5,5,2,0,1,0,0,4.0845837685,0,0,0.0,0.0,1,1,0,1,1.8245719595,0.0,2.8859880545000003,-0.0,1,-0.0,-0.0,1,2.1417401985
1,0,1.5982218600000002,7,21,18,5,6,8,5,4,1,0,0,0,8.169167537,0,1,5.443944759,3.7306394235,1,1,0,0,1.8245719595,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,0,2.1417401985
0,0,1.5982218600000002,19,23,19,12,9,3,4,4,0,0,1,0,-0.0,0,1,2.7219723795,0.0,0,1,0,1,0.0,0.0,2.8859880545000003,-0.0,0,6.216228106,3.887955244,0,2.1417401985
0,1,-0.0,27,7,7,11,16,5,3,3,0,0,1,0,4.0845837685,1,0,0.0,0.0,0,1,0,0,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,0.0
1,0,1.5982218600000002,38,16,20,4,2,9,7,4,1,0,0,1,8.169167537,0,1,5.443944759,7.461278847,0,0,0,0,1.8245719595,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,0,2.1417401985
0,1,1.5982218600000002,33,23,5,1,18,7,8,2,0,1,1,0,-0.0,1,0,5.443944759,0.0,0,0,1,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,1,-0.0,72,10,12,3,30,8,4,1,0,0,1,1,-0.0,1,0,5.443944759,7.461278847,0,0,1,1,1.8245719595,1.809687201,2.8859880545000003,12.686261817,0,-0.0,7.775910488,1,0.0
0,0,1.5982218600000002,20,22,1,2,4,9,1,2,1,1,0,0,8.169167537,1,0,0.0,0.0,0,1,0,0,0.0,0.0,2.8859880545000003,6.3431309085,1,6.216228106,7.775910488,1,0.0
1,1,-0.0,34,7,11,2,19,8,1,1,1,1,1,0,-0.0,1,1,2.7219723795,0.0,0,1,0,0,0.0,0.0,2.8859880545000003,-0.0,0,6.216228106,3.887955244,0,0.0
0,1,-0.0,32,21,3,3,38,5,1,1,1,0,1,1,4.0845837685,1,0,5.443944759,3.7306394235,0,1,1,1,1.8245719595,1.809687201,2.8859880545000003,-0.0,0,-0.0,3.887955244,1,2.1417401985
1,1,1.5982218600000002,27,12,18,4,4,1,10,2,1,0,0,1,-0.0,0,1,2.7219723795,0.0,1,1,0,0,0.0,0.0,0.0,6.3431309085,0,3.108114053,3.887955244,1,0.0
1,1,-0.0,33,9,17,8,27,2,10,1,1,1,0,0,8.169167537,1,0,0.0,0.0,1,0,0,0,0.0,1.809687201,2.8859880545000003,-0.0,1,6.216228106,-0.0,1,0.0
0,0,-0.0,63,19,8,12,27,2,5,3,1,0,1,1,-0.0,0,1,0.0,7.461278847,0,0,0,1,0.0,0.0,0.0,12.686261817,0,3.108114053,7.775910488,0,0.0
1,1,-0.0,7,25,20,9,3,6,6,3,0,0,0,1,8.169167537,1,0,2.7219723795,7.461278847,1,1,1,1,0.0,1.809687201,0.0,12.686261817,1,-0.0,3.887955244,0,2.1417401985
0,0,1.5982218600000002,6,16,8,10,9,2,9,2,0,1,0,0,-0.0,1,1,0.0,0.0,1,1,0,0,0.0,0.0,0.0,12.686261817,0,3.108114053,7.775910488,0,0.0
0,1,-0.0,18,21,3,5,4,4,7,3,0,0,1,1,4.0845837685,0,1,2.7219723795,3.7306394235,0,1,1,0,0.0,0.0,2.8859880545000003,-0.0,0,-0.0,3.887955244,1,2.1417401985
1,1,-0.0,15,6,11,4,1,4,8,1,0,1,0,0,8.169167537,0,1,2.7219723795,0.0,0,0,0,1,0.0,0.0,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,0,2.1417401985
1,1,1.5982218600000002,31,9,13,1,19,7,2,1,0,0,0,1,4.0845837685,0,0,2.7219723795,3.7306394235,1,0,0,0,0.0,0.0,0.0,-0.0,1,-0.0,-0.0,1,2.1417401985
1,1,-0.0,20,16,15,4,18,5,1,1,1,1,0,0,-0.0,0,1,2.7219723795,0.0,1,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,0,6.216228106,3.887955244,1,0.0
0,1,1.5982218600000002,46,25,5,12,38,3,7,1,1,1,1,0,-0.0,0,0,5.443944759,3.7306394235,0,0,1,0,0.0,1.809687201,2.8859880545000003,-0.0,1,-0.0,3.887955244,1,2.1417401985
1,1,1.5982218600000002,10,22,12,11,16,5,1,3,1,1,1,0,-0.0,0,1,0.0,7.461278847,0,1,1,0,0.0,0.0,0.0,6.3431309085,1,3.108114053,-0.0,0,0.0
1,0,-0.0,15,18,19,11,2,8,2,4,0,0,1,0,4.0845837685,0,1,5.443944759,3.7306394235,0,1,1,0,1.8245719595,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,7.775910488,1,2.1417401985
0,1,-0.0,46,6,18,6,30,2,4,4,1,0,0,1,-0.0,1,0,5.443944759,0.0,1,1,1,1,1.8245719595,0.0,0.0,12.686261817,0,6.216228106,3.887955244,1,0.0
1,0,-0.0,19,15,7,8,6,8,9,3,0,0,0,0,8.169167537,0,0,2.7219723795,7.461278847,0,0,1,0,0.0,1.809687201,2.8859880545000003,12.686261817,0,-0.0,3.887955244,1,0.0
1,1,1.5982218600000002,46,6,4,5,16,1,1,2,0,1,1,1,8.169167537,0,0,0.0,0.0,0,1,0,1,1.8245719595,1.809687201,2.8859880545000003,12.686261817,0,-0.0,3.887955244,0,2.1417401985
0,1,1.5982218600000002,38,16,10,11,2,7,6,2,0,0,1,0,4.0845837685,1,1,5.443944759,7.461278847,0,0,0,0,0.0,1.809687201,2.8859880545000003,-0.0,1,-0.0,-0.0,1,2.1417401985
1,0,1.5982218600000002,5,9,16,10,2,5,5,1,0,1,0,0,8.169167537,0,0,2.7219723795,3.7306394235,0,0,0,0,1.8245719595,0.0,2.8859880545000003,-0.0,1,-0.0,-0.0,0,2.1417401985
1,0,-0.0,18,24,18,11,2,7,4,3,1,0,0,1,8.169167537,1,0,5.443944759,0.0,1,1,1,0,1.8245719595,1.809687201,2.8859880545000003,-0.0,1,6.216228106,-0.0,0,2.1417401985
1,0,-0.0,10,10,7,12,18,5,6,4,0,0,0,1,4.0845837685,1,1,5.443944759,3.7306394235,1,1,1,1,0.0,1.809687201,0.0,12.686261817,1,6.216228106,7.775910488,1,2.1417401985
0,1,-0.0,2,10,10,2,3,5,8,2,1,1,0,0,4.0845837685,1,0,2.7219723795,0.0,1,1,1,1,1.8245719595,0.0,2.8859880545000003,12.686261817,0,6.216228106,3.887955244,0,2.1417401985
0,0,-0.0,39,21,2,11,38,9,6,4,0,0,0,0,-0.0,1,0,5.443944759,7.461278847,1,1,1,0,1.8245719595,0.0,2.8859880545000003,-0.0,1,3.108114053,7.775910488,1,2.1417401985
1,1,-0.0,39,12,4,10,16,7,1,4,0,0,0,1,-0.0,0,0,5.443944759,0.0,1,0,1,1,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,0,2.1417401985
1,0,1.5982218600000002,28,7,7,8,1,8,10,2,1,1,1,1,4.0845837685,0,1,0.0,3.7306394235,0,1,0,0,1.8245719595,0.0,0.0,6.3431309085,0,3.108114053,3.887955244,1,0.0
0,1,-0.0,32,23,12,6,3,2,2,3,0,0,0,0,8.169167537,1,0,2.7219723795,7.461278847,0,0,1,1,0.0,0.0,0.0,12.686261817,1,6.216228106,3.887955244,1,2.1417401985
1,0,-0.0,6,18,1,6,2,3,5,2,1,1,1,1,4.0845837685,0,0,0.0,0.0,1,1,0,0,1.8245719595,1.809687201,0.0,6.3431309085,0,-0.0,3.887955244,1,0.0
1,1,-0.0,16,15,14,12,2,5,6,2,1,1,1,1,-0.0,0,0,2.7219723795,0.0,1,0,0,0,1.8245719595,0.0,0.0,6.3431309085,0,-0.0,3.887955244,0,0.0
0,0,-0.0,31,2,6,4,22,5,7,2,0,0,0,1,4.0845837685,1,1,0.0,0.0,1,0,0,1,0.0,1.809687201,0.0,-0.0,0,3.108114053,7.775910488,1,0.0
1,1,-0.0,15,26,3,3,18,8,4,2,1,1,1,0,-0.0,0,1,2.7219723795,7.461278847,1,0,0,0,0.0,0.0,2.8859880545000003,6.3431309085,0,-0.0,3.887955244,0,0.0
0,0,1.5982218600000002,27,1,13,2,18,2,5,2,1,0,1,0,-0.0,1,0,0.0,0.0,1,0,0,0,1.8245719595,0.0,2.8859880545000003,6.3431309085,0,-0.0,-0.0,0,0.0
0,0,-0.0,12,12,14,12,2,2,2,4,1,1,0,1,8.169167537,0,1,2.7219723795,3.7306394235,1,0,0,1,1.8245719595,0.0,0.0,-0.0,1,3.108114053,-0.0,1,2.1417401985
0,1,1.5982218600000002,72,22,14,3,3,4,3,2,0,1,1,0,-0.0,0,0,5.443944759,3.7306394235,0,1,1,1,0.0,1.809687201,2.8859880545000003,6.3431309085,0,3.108114053,3.887955244,1,0.0
0,0,1.5982218600000002,31,22,6,7,6,9,8,3,0,1,0,0,4.0845837685,1,1,5.443944759,0.0,0,0,1,1,0.0,0.0,2.8859880545000003,6.3431309085,1,3.108114053,3.887955244,0,2.1417401985
1,1,1.5982218600000002,39,18,8,12,4,7,6,2,0,0,0,1,-0.0,1,0,0.0,0.0,0,1,1,0,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
0,1,-0.0,80,16,15,1,9,2,7,1,0,1,0,0,-0.0,0,0,5.443944759,7.461278847,0,0,1,1,0.0,0.0,0.0,12.686261817,0,-0.0,7.775910488,1,0.0
0,1,-0.0,10,18,9,5,1,5,4,1,0,0,0,0,-0.0,1,1,5.443944759,3.7306394235,0,0,1,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,3.887955244,0,0.0
1,1,-0.0,105,23,4,1,19,7,9,2,1,1,1,0,4.0845837685,0,1,2.7219723795,3.7306394235,0,0,0,0,1.8245719595,0.0,0.0,6.3431309085,1,3.108114053,-0.0,1,2.1417401985
0,0,-0.0,12,21,18,5,16,3,3,3,0,1,1,0,-0.0,1,1,5.443944759,0.0,1,1,1,0,0.0,1.809687201,2.8859880545000003,-0.0,0,6.216228106,3.887955244,0,0.0
1,0,-0.0,9,3,10,9,22,6,10,1,1,1,0,0,8.169167537,1,0,2.7219723795,3.7306394235,0,0,0,1,0.0,0.0,2.8859880545000003,-0.0,0,-0.0,-0.0,0,2.1417401985
1,0,-0.0,22,8,1,8,19,5,10,1,1,1,0,0,-0.0,1,1,2.7219723795,0.0,1,0,0,1,1.8245719595,1.809687201,2.8859880545000003,12.686261817,0,3.108114053,3.887955244,0,0.0
0,0,-0.0,1,8,14,9,16,4,7,4,0,1,0,1,-0.0,1,0,5.443944759,7.461278847,0,1,1,0,0.0,0.0,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,0,-0.0,24,26,3,2,3,4,7,1,0,1,1,0,4.0845837685,1,0,0.0,0.0,0,0,0,0,1.8245719595,0.0,2.8859880545000003,12.686261817,1,-0.0,7.775910488,0,2.1417401985
1,1,1.5982218600000002,33,15,1,2,1,1,6,2,0,1,0,0,8.169167537,1,0,0.0,0.0,1,0,1,0,1.8245719595,0.0,0.0,12.686261817,1,6.216228106,7.775910488,0,2.1417401985
0,1,1.5982218600000002,80,21,17,10,2,6,5,1,0,1,1,0,-0.0,0,1,5.443944759,3.7306394235,1,0,1,0,0.0,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,1,2.1417401985
1,1,1.5982218600000002,80,25,20,3,30,3,9,1,0,1,0,0,-0.0,0,0,5.443944759,7.461278847,0,1,0,1,1.8245719595,1.809687201,0.0,12.686261817,1,3.108114053,3.887955244,1,0.0
0,0,-0.0,72,15,18,7,4,8,10,3,0,0,0,1,4.0845837685,1,1,2.7219723795,3.7306394235,0,0,1,1,1.8245719595,1.809687201,0.0,6.3431309085,1,-0.0,-0.0,1,2.1417401985
1,1,-0.0,22,7,5,1,4,4,3,1,1,1,1,0,8.169167537,1,1,0.0,0.0,0,1,0,0,1.8245719595,1.809687201,2.8859880545000003,-0.0,1,-0.0,-0.0,1,0.0
1,0,1.5982218600000002,19,14,16,5,1,8,10,4,0,1,0,1,4.0845837685,1,1,5.443944759,3.7306394235,1,0,0,1,1.8245719595,1.809687201,0.0,-0.0,0,3.108114053,7.775910488,0,0.0
1,0,1.5982218600000002,9,14,7,2,4,8,4,4,1,1,1,0,4.0845837685,1,1,5.443944759,7.461278847,1,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,0,6.216228106,7.775910488,1,0.0
0,0,-0.0,3,22,19,4,3,8,8,1,1,1,1,1,8.169167537,0,0,2.7219723795,3.7306394235,1,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,0,2.1417401985
1,1,1.5982218600000002,12,6,8,4,4,1,3,2,0,0,0,1,-0.0,1,0,0.0,0.0,1,1,1,0,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
0,1,-0.0,27,7,13,1,1,5,3,3,0,0,1,0,-0.0,1,0,2.7219723795,7.461278847,1,0,0,0,1.8245719595,0.0,2.8859880545000003,-0.0,0,6.216228106,3.887955244,0,0.0
1,1,-0.0,9,17,12,10,27,1,4,2,1,1,0,0,8.169167537,1,0,2.7219723795,0.0,1,0,0,0,1.8245719595,0.0,0.0,6.3431309085,0,-0.0,3.887955244,0,2.1417401985
1,1,1.5982218600000002,20,4,13,10,2,4,1,3,1,0,0,1,8.169167537,1,0,0.0,7.461278847,0,0,1,1,1.8245719595,1.809687201,0.0,12.686261817,1,6.216228106,7.775910488,0,2.1417401985
0,0,1.5982218600000002,33,25,18,11,9,4,10,1,0,0,0,0,-0.0,0,1,0.0,7.461278847,1,1,0,0,0.0,1.809687201,0.0,-0.0,0,6.216228106,3.887955244,0,0.0
0,1,-0.0,12,15,14,10,4,7,2,4,0,1,1,1,4.0845837685,0,0,5.443944759,7.461278847,0,0,1,1,1.8245719595,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
1,0,-0.0,38,22,7,6,30,9,2,2,1,1,1,1,4.0845837685,1,0,0.0,7.461278847,0,1,0,0,1.8245719595,0.0,0.0,6.3431309085,1,-0.0,3.887955244,0,2.1417401985
1,0,1.5982218600000002,12,5,10,12,3,1,5,1,0,0,1,0,4.0845837685,0,1,0.0,7.461278847,0,0,1,1,0.0,0.0,0.0,6.3431309085,0,-0.0,3.887955244,1,2.1417401985
0,0,1.5982218600000002,28,25,18,6,18,4,9,2,1,0,1,0,-0.0,0,0,2.7219723795,0.0,1,0,0,1,1.8245719595,1.809687201,0.0,12.686261817,0,6.216228106,7.775910488,1,0.0
1,1,1.5982218600000002,46,6,12,8,16,8,2,2,1,1,0,1,8.169167537,1,1,2.7219723795,7.461278847,1,0,0,0,0.0,0.0,0.0,6.3431309085,0,3.108114053,3.887955244,0,2.1417401985
0,1,1.5982218600000002,9,3,4,12,6,8,7,1,1,1,1,0,4.0845837685,0,1,5.443944759,0.0,0,0,1,1,1.8245719595,1.809687201,2.8859880545000003,-0.0,1,-0.0,3.887955244,1,2.1417401985
0,1,1.5982218600000002,2,12,13,9,30,1,5,1,0,1,0,1,4.0845837685,1,0,5.443944759,7.461278847,0,0,1,1,1.8245719595,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,1,2.1417401985
0,1,1.5982218600000002,72,14,11,9,22,5,3,1,1,1,0,1,8.169167537,1,0,5.443944759,3.7306394235,1,1,1,1,1.8245719595,0.0,0.0,6.3431309085,0,-0.0,-0.0,0,0.0
0,1,1.5982218600000002,17,26,11,8,2,7,4,4,1,1,0,1,8.169167537,0,1,5.443944759,3.7306394235,0,1,1,0,0.0,0.0,0.0,12.686261817,0,3.108114053,3.887955244,0,0.0
1,0,-0.0,30,5,17,8,9,5,3,2,0,1,0,0,8.169167537,1,1,5.443944759,0.0,1,1,0,1,1.8245719595,0.0,2.8859880545000003,-0.0,1,3.108114053,-0.0,1,0.0
1,0,-0.0,24,26,11,4,6,2,6,1,1,1,1,0,-0.0,0,0,2.7219723795,3.7306394235,0,0,0,1,1.8245719595,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
0,0,-0.0,9,14,8,12,27,6,8,3,1,0,1,1,-0.0,0,0,0.0,7.461278847,0,1,0,1,1.8245719595,1.809687201,0.0,6.3431309085,0,6.216228106,7.775910488,1,0.0
1,0,1.5982218600000002,34,12,2,8,18,4,8,4,0,1,1,1,8.169167537,1,1,5.443944759,0.0,0,1,0,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
0,0,-0.0,46,18,20,2,2,3,4,2,1,0,1,1,-0.0,0,0,5.443944759,7.461278847,1,1,1,1,1.8245719595,0.0,0.0,12.686261817,0,-0.0,7.775910488,1,0.0
1,1,1.5982218600000002,63,11,17,5,2,5,6,2,1,0,1,1,8.169167537,1,1,2.7219723795,3.7306394235,1,1,0,0,0.0,1.809687201,0.0,12.686261817,1,6.216228106,3.887955244,1,0.0
0,0,1.5982218600000002,30,12,12,8,1,3,9,1,0,0,0,0,-0.0,0,0,0.0,0.0,1,0,0,1,1.8245719595,0.0,0.0,12.686261817,0,6.216228106,7.775910488,0,0.0
1,1,-0.0,24,16,5,4,19,5,4,2,0,0,0,0,4.0845837685,1,0,0.0,0.0,1,1,0,0,1.8245719595,1.809687201,2.8859880545000003,6.3431309085,0,-0.0,3.887955244,1,0.0
1,0,1.5982218600000002,72,14,2,1,18,8,1,2,0,0,0,0,8.169167537,1,0,5.443944759,3.7306394235,0,1,0,0,0.0,0.0,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,0,0.0
0,1,-0.0,46,1,19,12,38,5,9,2,1,1,0,0,-0.0,0,0,2.7219723795,0.0,0,1,0,1,0.0,1.809687201,2.8859880545000003,12.686261817,0,-0.0,7.775910488,0,0.0
1,1,-0.0,18,25,9,9,38,9,1,1,0,1,1,0,-0.0,1,1,2.7219723795,0.0,1,0,0,1,0.0,1.809687201,0.0,-0.0,0,6.216228106,3.887955244,1,2.1417401985
1,0,1.5982218600000002,105,23,15,1,22,4,6,3,0,1,1,1,-0.0,0,0,2.7219723795,7.461278847,1,1,0,0,0.0,0.0,0.0,-0.0,0,6.216228106,-0.0,1,0.0
1,1,-0.0,34,7,18,3,16,8,5,1,1,1,1,1,8.169167537,1,1,0.0,3.7306394235,0,1,0,1,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,0,0.0
1,0,-0.0,72,22,19,5,4,3,4,4,1,0,1,0,-0.0,1,0,0.0,3.7306394235,1,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,1,6.216228106,-0.0,0,2.1417401985
0,1,-0.0,20,17,15,7,27,3,3,2,1,1,0,0,4.0845837685,1,1,2.7219723795,0.0,1,0,0,0,0.0,0.0,2.8859880545000003,6.3431309085,1,-0.0,7.775910488,0,2.1417401985
1,1,-0.0,1,23,2,6,30,7,1,2,1,0,1,0,8.169167537,0,1,2.7219723795,7.461278847,0,0,1,1,1.8245719595,1.809687201,0.0,12.686261817,1,6.216228106,7.775910488,1,0.0
