label,var_6,var_18,var_2,var_26,var_27,var_1,var_3,var_25,var_23,var_7,var_4,var_8,var_22,var_13,var_10,var_30,var_28,var_16,var_15,var_31,var_32,var_11,var_19,var_21,var_24,var_17,var_9,var_5,var_12,var_14,var_20,var_29
0,1,-0.0,46,24,19,8,4,8,10,2,1,1,0,0,-0.0,0,1,2.7219723795,3.7306394235,0,0,0,1,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,1,1.5982218600000002,1,12,16,5,30,6,3,2,1,0,0,0,4.0845837685,0,0,2.7219723795,3.7306394235,1,1,0,0,1.8245719595,0.0,2.8859880545000003,6.3431309085,1,-0.0,-0.0,1,2.1417401985
1,1,-0.0,2,13,14,5,30,1,3,2,0,0,0,1,8.169167537,0,0,0.0,0.0,0,1,0,1,0.0,0.0,2.8859880545000003,12.686261817,1,6.216228106,-0.0,0,0.0
1,0,-0.0,80,16,16,10,22,9,8,3,0,1,0,0,4.0845837685,1,1,2.7219723795,0.0,1,1,0,0,0.0,1.809687201,0.0,12.686261817,0,-0.0,7.775910488,1,2.1417401985
0,1,1.5982218600000002,19,25,19,11,9,8,10,1,0,0,1,0,4.0845837685,1,1,5.443944759,3.7306394235,0,0,1,1,0.0,1.809687201,0.0,6.3431309085,0,-0.0,7.775910488,1,0.0
0,1,1.5982218600000002,9,22,12,8,18,9,8,4,1,0,0,0,-0.0,1,0,0.0,0.0,0,0,0,1,0.0,1.809687201,0.0,6.3431309085,1,3.108114053,-0.0,1,0.0
1,1,1.5982218600000002,7,13,9,2,1,8,3,2,0,0,0,0,-0.0,0,1,0.0,0.0,0,0,1,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,0.0
1,0,-0.0,18,18,15,8,3,7,1,3,0,0,1,0,8.169167537,0,0,2.7219723795,0.0,0,1,1,1,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,2.1417401985
0,0,-0.0,24,13,7,12,18,9,1,3,0,1,1,1,-0.0,0,0,0.0,0.0,1,0,0,1,0.0,1.809687201,0.0,6.3431309085,0,3.108114053,-0.0,1,0.0
0,1,-0.0,31,21,5,3,9,3,2,3,1,0,0,1,8.169167537,1,0,5.443944759,0.0,1,0,1,0,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,0,0.0
0,0,1.5982218600000002,1,2,19,6,2,5,3,1,1,1,1,0,-0.0,1,0,0.0,0.0,0,0,0,1,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,0,-0.0,46,11,20,12,22,9,4,4,1,0,0,1,-0.0,0,1,0.0,0.0,0,0,0,0,1.8245719595,0.0,0.0,12.686261817,0,-0.0,7.775910488,0,0.0
0,1,-0.0,80,20,15,4,30,5,5,3,0,1,1,0,-0.0,0,0,5.443944759,3.7306394235,0,1,0,1,0.0,0.0,0.0,6.3431309085,0,3.108114053,-0.0,0,0.0
0,1,1.5982218600000002,2,15,16,6,30,8,10,4,0,0,1,0,4.0845837685,0,0,2.7219723795,0.0,1,0,1,1,0.0,1.809687201,0.0,12.686261817,0,-0.0,3.887955244,1,2.1417401985
1,1,-0.0,39,18,20,12,18,9,10,3,0,1,1,0,-0.0,0,1,2.7219723795,0.0,0,0,0,1,0.0,1.809687201,0.0,6.3431309085,0,-0.0,-0.0,1,0.0
0,0,-0.0,17,12,18,8,18,3,2,3,0,0,1,1,8.169167537,0,1,0.0,7.461278847,1,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,0,2.1417401985
1,1,-0.0,27,19,2,8,19,2,10,4,1,0,0,1,-0.0,1,0,2.7219723795,0.0,0,1,1,1,1.8245719595,1.809687201,0.0,6.3431309085,0,6.216228106,-0.0,0,0.0
0,0,-0.0,4,2,17,5,6,4,5,4,1,1,1,0,-0.0,0,0,0.0,0.0,0,0,0,1,1.8245719595,0.0,2.8859880545000003,12.686261817,0,-0.0,7.775910488,0,0.0
1,1,1.5982218600000002,31,23,13,6,18,7,2,3,0,0,1,0,-0.0,0,1,2.7219723795,3.7306394235,0,1,0,1,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,2.1417401985
1,1,1.5982218600000002,20,2,16,8,38,6,4,4,0,1,0,0,-0.0,1,0,5.443944759,7.461278847,1,0,1,1,0.0,1.809687201,2.8859880545000003,6.3431309085,0,3.108114053,3.887955244,1,0.0
1,1,1.5982218600000002,38,10,6,7,22,8,9,2,1,0,1,0,-0.0,0,0,2.7219723795,3.7306394235,1,0,0,1,1.8245719595,1.809687201,2.8859880545000003,6.3431309085,0,3.108114053,3.887955244,0,0.0
0,1,-0.0,19,5,8,2,9,2,3,1,1,1,0,1,-0.0,0,0,5.443944759,3.7306394235,1,0,0,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
0,0,-0.0,38,25,12,12,3,2,10,4,1,1,1,0,-0.0,0,1,0.0,0.0,0,0,0,1,1.8245719595,0.0,2.8859880545000003,12.686261817,0,3.108114053,3.887955244,0,0.0
0,0,-0.0,80,9,17,4,19,1,6,4,0,0,1,0,-0.0,1,1,5.443944759,0.0,0,0,1,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,0,-0.0,18,4,7,1,3,4,2,3,0,0,0,1,-0.0,1,0,2.7219723795,7.461278847,1,1,1,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,2.1417401985
0,1,-0.0,33,7,20,6,19,3,4,4,0,0,0,1,4.0845837685,0,0,0.0,0.0,0,1,0,1,0.0,1.809687201,0.0,6.3431309085,0,6.216228106,7.775910488,0,0.0
1,0,1.5982218600000002,22,13,10,4,3,8,4,1,0,0,0,1,-0.0,0,0,0.0,0.0,0,0,1,1,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,0,0.0
1,0,1.5982218600000002,6,19,10,9,18,5,4,4,0,0,1,0,-0.0,0,0,2.7219723795,7.461278847,0,0,0,0,1.8245719595,0.0,2.8859880545000003,6.3431309085,0,6.216228106,-0.0,0,0.0
1,0,-0.0,3,23,18,2,16,2,2,1,0,1,0,0,-0.0,1,1,0.0,0.0,1,1,0,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,0.0
1,1,-0.0,9,14,14,2,19,1,4,3,1,0,1,0,8.169167537,0,1,0.0,0.0,0,1,1,1,0.0,0.0,0.0,12.686261817,1,6.216228106,-0.0,0,0.0
1,1,-0.0,30,13,12,8,2,8,6,1,1,0,1,0,4.0845837685,0,0,0.0,0.0,0,0,0,1,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,2.1417401985
0,0,1.5982218600000002,20,15,1,8,18,7,1,2,1,0,1,0,-0.0,0,0,2.7219723795,3.7306394235,1,0,0,0,1.8245719595,0.0,0.0,6.3431309085,0,3.108114053,-0.0,1,0.0
0,0,-0.0,30,7,15,12,30,6,7,1,0,0,1,1,8.169167537,0,0,0.0,0.0,1,1,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
1,1,-0.0,4,25,5,11,9,1,4,2,1,1,0,1,8.169167537,0,1,2.7219723795,3.7306394235,1,1,0,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
1,1,-0.0,2,14,5,8,30,5,1,4,0,0,0,1,8.169167537,0,0,5.443944759,7.461278847,1,1,0,1,0.0,0.0,0.0,6.3431309085,0,3.108114053,3.887955244,0,2.1417401985
0,1,-0.0,15,11,16,8,1,3,2,4,1,1,0,1,-0.0,0,0,0.0,0.0,1,0,0,1,1.8245719595,1.809687201,0.0,6.3431309085,0,3.108114053,-0.0,0,0.0
1,1,1.5982218600000002,26,4,5,7,9,5,3,2,1,1,1,1,-0.0,1,1,2.7219723795,3.7306394235,1,1,0,0,1.8245719595,0.0,0.0,6.3431309085,1,6.216228106,7.775910488,1,0.0
1,0,1.5982218600000002,23,4,2,5,18,3,6,2,0,0,0,1,4.0845837685,0,0,0.0,0.0,0,0,1,0,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
0,1,1.5982218600000002,20,9,13,2,38,3,1,1,0,1,1,0,-0.0,1,0,0.0,0.0,1,0,0,0,1.8245719595,0.0,0.0,-0.0,0,3.108114053,-0.0,0,2.1417401985
1,0,1.5982218600000002,72,20,12,2,18,2,7,4,0,0,1,0,-0.0,0,0,0.0,0.0,0,0,1,1,0.0,1.809687201,0.0,12.686261817,0,-0.0,-0.0,0,0.0
1,0,1.5982218600000002,72,10,1,2,38,3,9,4,0,0,0,1,8.169167537,0,1,0.0,7.461278847,0,0,0,0,0.0,1.809687201,2.8859880545000003,12.686261817,1,6.216228106,3.887955244,0,0.0
0,0,-0.0,3,18,13,1,4,7,4,2,0,1,1,1,-0.0,0,1,0.0,3.7306394235,0,0,0,1,1.8245719595,0.0,0.0,12.686261817,0,3.108114053,7.775910488,1,2.1417401985
0,0,1.5982218600000002,19,6,16,6,22,2,1,3,0,0,1,0,4.0845837685,0,1,0.0,3.7306394235,0,0,0,1,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,1,1.5982218600000002,105,19,11,1,38,8,10,4,1,1,1,0,-0.0,0,1,0.0,0.0,1,1,0,0,0.0,1.809687201,0.0,-0.0,1,3.108114053,3.887955244,0,0.0
0,1,1.5982218600000002,46,16,12,12,9,9,3,2,0,1,0,1,4.0845837685,1,0,2.7219723795,3.7306394235,0,1,1,1,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,1,-0.0,10,5,6,11,9,6,9,2,0,0,1,1,-0.0,1,0,0.0,0.0,1,0,0,1,0.0,1.809687201,2.8859880545000003,12.686261817,0,6.216228106,-0.0,1,0.0
1,0,1.5982218600000002,34,17,17,10,16,4,6,1,1,1,0,1,8.169167537,1,0,0.0,0.0,0,0,0,1,0.0,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,1,0.0
0,0,1.5982218600000002,19,23,15,6,22,4,2,4,0,0,0,1,4.0845837685,1,0,5.443944759,3.7306394235,1,0,1,0,0.0,1.809687201,0.0,12.686261817,0,-0.0,3.887955244,0,2.1417401985
0,1,1.5982218600000002,22,10,3,11,16,9,9,4,1,1,1,0,-0.0,1,0,0.0,0.0,0,1,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
0,1,-0.0,16,23,10,7,16,6,5,2,1,0,0,1,8.169167537,1,0,2.7219723795,3.7306394235,0,1,1,0,0.0,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,1,0.0
0,0,-0.0,30,13,5,9,22,9,3,2,1,1,0,1,-0.0,1,1,2.7219723795,3.7306394235,0,0,1,0,1.8245719595,0.0,0.0,6.3431309085,0,-0.0,7.775910488,0,0.0
0,0,1.5982218600000002,38,24,7,3,22,6,1,2,0,1,1,1,8.169167537,1,0,0.0,0.0,1,0,0,1,0.0,1.809687201,0.0,12.686261817,0,6.216228106,-0.0,0,2.1417401985
1,0,1.5982218600000002,6,8,12,3,9,1,3,1,1,0,1,1,-0.0,0,0,2.7219723795,0.0,1,1,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,1,1.5982218600000002,34,20,13,11,19,4,8,4,0,0,0,1,-0.0,1,1,5.443944759,0.0,0,0,0,1,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
1,0,-0.0,38,4,13,3,6,4,9,2,1,1,0,1,-0.0,0,0,0.0,7.461278847,0,0,0,1,1.8245719595,0.0,0.0,12.686261817,0,-0.0,-0.0,0,2.1417401985
0,0,-0.0,15,14,6,2,22,1,5,4,0,0,1,1,4.0845837685,0,1,5.443944759,3.7306394235,0,0,0,1,0.0,1.809687201,0.0,12.686261817,1,6.216228106,3.887955244,0,0.0
1,1,1.5982218600000002,39,8,1,11,3,5,6,3,0,1,0,1,4.0845837685,0,1,2.7219723795,7.461278847,1,0,0,1,1.8245719595,1.809687201,0.0,12.686261817,1,6.216228106,7.775910488,1,0.0
0,1,-0.0,32,2,9,5,18,2,2,3,1,1,0,1,-0.0,0,0,5.443944759,0.0,1,0,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,0,1.5982218600000002,4,24,17,10,38,6,8,2,1,0,0,0,4.0845837685,1,1,2.7219723795,3.7306394235,1,1,1,0,0.0,1.809687201,0.0,6.3431309085,1,6.216228106,-0.0,1,0.0
0,1,-0.0,34,7,13,3,19,7,9,3,0,0,0,1,4.0845837685,1,0,5.443944759,3.7306394235,0,0,1,0,0.0,1.809687201,0.0,12.686261817,0,-0.0,-0.0,1,0.0
0,0,-0.0,19,5,19,2,4,8,1,4,1,1,0,1,-0.0,1,0,5.443944759,7.461278847,0,1,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,0,1.5982218600000002,18,14,4,1,16,8,6,2,1,0,1,0,4.0845837685,1,1,0.0,7.461278847,1,0,0,0,0.0,1.809687201,0.0,12.686261817,1,6.216228106,-0.0,0,2.1417401985
1,0,1.5982218600000002,39,9,2,6,3,3,8,4,1,1,0,0,8.169167537,0,1,2.7219723795,7.461278847,1,1,0,0,0.0,1.809687201,0.0,-0.0,1,3.108114053,-0.0,1,0.0
0,1,1.5982218600000002,17,14,6,1,2,2,5,1,1,0,0,0,-0.0,1,0,0.0,0.0,1,0,0,1,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,0,1.5982218600000002,4,17,17,12,30,4,6,3,1,1,1,0,-0.0,1,1,0.0,0.0,1,0,0,0,1.8245719595,0.0,0.0,-0.0,1,6.216228106,3.887955244,1,0.0
1,1,1.5982218600000002,7,4,20,12,30,8,3,3,1,0,1,1,8.169167537,0,0,0.0,0.0,0,0,1,1,1.8245719595,0.0,2.8859880545000003,12.686261817,1,6.216228106,-0.0,0,0.0
1,0,1.5982218600000002,3,5,9,8,6,4,5,3,0,0,1,1,4.0845837685,0,1,2.7219723795,3.7306394235,0,1,0,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
1,1,1.5982218600000002,7,13,4,10,27,1,8,4,1,0,0,0,4.0845837685,1,0,2.7219723795,0.0,1,1,0,0,1.8245719595,0.0,2.8859880545000003,-0.0,0,-0.0,-0.0,1,2.1417401985
0,1,-0.0,2,15,5,11,22,2,8,2,1,0,1,0,8.169167537,1,1,0.0,0.0,0,0,0,0,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
1,1,1.5982218600000002,4,25,6,1,2,3,8,4,0,1,0,0,-0.0,1,1,2.7219723795,3.7306394235,0,0,0,1,0.0,1.809687201,2.8859880545000003,6.3431309085,0,-0.0,-0.0,0,2.1417401985
0,0,-0.0,7,21,1,9,1,3,2,4,0,1,1,0,-0.0,1,0,5.443944759,0.0,1,1,0,0,1.8245719595,0.0,0.0,6.3431309085,0,3.108114053,-0.0,0,0.0
0,0,-0.0,19,24,20,12,9,7,3,2,0,0,1,1,-0.0,0,1,0.0,0.0,0,1,0,0,0.0,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,1,0.0
1,1,-0.0,63,8,14,5,19,6,10,4,0,0,0,1,-0.0,1,0,2.7219723795,7.461278847,0,0,1,1,1.8245719595,0.0,0.0,6.3431309085,1,3.108114053,-0.0,0,2.1417401985
1,1,1.5982218600000002,28,22,12,5,4,3,4,4,1,1,1,0,-0.0,1,1,5.443944759,3.7306394235,1,1,0,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,1,2.1417401985
0,0,1.5982218600000002,10,3,10,2,2,8,2,4,0,1,1,1,-0.0,1,1,5.443944759,3.7306394235,1,0,1,0,1.8245719595,0.0,0.0,6.3431309085,0,6.216228106,-0.0,0,0.0
0,0,1.5982218600000002,39,1,6,8,6,5,9,4,0,0,0,1,-0.0,1,1,5.443944759,3.7306394235,0,1,1,1,1.8245719595,1.809687201,0.0,6.3431309085,0,-0.0,3.887955244,0,0.0
0,0,1.5982218600000002,22,13,3,6,9,8,9,1,0,0,1,0,4.0845837685,1,0,0.0,0.0,1,1,1,1,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,0,0.0
1,1,-0.0,24,23,1,11,27,9,4,2,0,0,0,1,4.0845837685,0,0,0.0,0.0,0,1,1,1,0.0,1.809687201,2.8859880545000003,12.686261817,0,-0.0,-0.0,0,2.1417401985
1,0,1.5982218600000002,33,10,20,8,27,9,4,4,0,1,0,0,-0.0,1,1,0.0,7.461278847,0,1,0,1,1.8245719595,1.809687201,2.8859880545000003,-0.0,0,-0.0,-0.0,1,0.0
1,0,-0.0,23,18,9,5,22,8,5,4,0,1,1,0,8.169167537,1,0,2.7219723795,7.461278847,0,0,0,0,1.8245719595,0.0,0.0,6.3431309085,0,3.108114053,3.887955244,0,0.0
0,0,1.5982218600000002,34,2,20,7,19,8,4,2,0,0,0,0,8.169167537,1,0,0.0,0.0,0,0,1,1,1.8245719595,0.0,0.0,12.686261817,1,3.108114053,-0.0,0,0.0
0,1,-0.0,32,2,9,2,27,1,3,3,0,1,0,1,-0.0,0,0,5.443944759,3.7306394235,0,0,0,0,0.0,1.809687201,0.0,12.686261817,0,-0.0,7.775910488,0,0.0
1,1,1.5982218600000002,24,12,17,8,9,6,7,4,1,1,1,0,-0.0,1,1,5.443944759,3.7306394235,0,0,1,1,1.8245719595,0.0,2.8859880545000003,12.686261817,0,3.108114053,7.775910488,0,0.0
1,0,1.5982218600000002,28,19,6,4,30,6,1,1,1,1,1,0,-0.0,0,0,2.7219723795,0.0,1,0,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,3.887955244,1,0.0
0,0,-0.0,2,6,1,2,16,5,6,3,1,1,1,1,-0.0,0,1,0.0,0.0,0,0,0,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,1,0.0
1,0,1.5982218600000002,34,1,16,1,18,5,1,1,0,0,1,1,4.0845837685,1,0,0.0,0.0,1,0,0,1,1.8245719595,1.809687201,0.0,6.3431309085,1,-0.0,-0.0,0,2.1417401985
0,0,-0.0,80,8,15,7,4,5,2,3,1,0,0,1,8.169167537,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,0,-0.0,33,17,19,8,1,9,4,1,0,0,1,0,-0.0,1,0,0.0,0.0,1,0,0,0,0.0,1.809687201,0.0,6.3431309085,0,3.108114053,-0.0,1,0.0
1,0,1.5982218600000002,46,1,2,3,1,5,3,4,0,0,1,0,-0.0,0,1,0.0,7.461278847,1,0,1,0,0.0,1.809687201,2.8859880545000003,6.3431309085,0,6.216228106,-0.0,0,0.0
1,0,1.5982218600000002,6,2,19,6,6,3,1,1,1,0,0,0,-0.0,0,0,5.443944759,3.7306394235,0,1,0,0,0.0,1.809687201,0.0,-0.0,1,-0.0,-0.0,1,0.0
1,1,-0.0,7,7,13,5,16,8,3,3,0,0,1,1,-0.0,0,1,2.7219723795,3.7306394235,0,1,1,0,1.8245719595,0.0,0.0,-0.0,0,-0.0,-0.0,1,0.0
0,0,-0.0,19,12,8,4,19,7,3,4,1,0,0,0,-0.0,1,0,5.443944759,7.461278847,0,1,1,1,0.0,1.809687201,0.0,6.3431309085,0,-0.0,-0.0,1,0.0
0,1,1.5982218600000002,22,15,8,10,38,3,4,2,0,0,1,0,-0.0,1,0,2.7219723795,3.7306394235,1,0,1,0,0.0,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,2.1417401985
1,0,1.5982218600000002,17,15,19,3,38,3,3,2,0,0,0,1,-0.0,1,0,0.0,0.0,0,1,0,0,1.8245719595,0.0,2.8859880545000003,-0.0,0,-0.0,-0.0,0,0.0
0,1,-0.0,5,22,5,9,30,3,7,2,1,0,0,1,4.0845837685,0,1,2.7219723795,3.7306394235,0,0,1,0,1.8245719595,0.0,2.8859880545000003,6.3431309085,0,-0.0,3.887955244,1,2.1417401985
1,0,1.5982218600000002,1,21,7,2,4,2,5,2,1,1,0,1,-0.0,1,1,0.0,0.0,1,0,0,1,1.8245719595,1.809687201,0.0,-0.0,0,-0.0,-0.0,0,0.0
0,1,1.5982218600000002,3,26,18,6,6,8,3,2,1,0,1,1,-0.0,1,0,2.7219723795,3.7306394235,0,1,1,1,1.8245719595,1.809687201,2.8859880545000003,6.3431309085,0,6.216228106,-0.0,0,0.0
0,1,-0.0,22,16,1,2,1,1,4,4,0,1,0,1,-0.0,0,1,5.443944759,3.7306394235,1,1,0,1,0.0,1.809687201,0.0,-0.0,0,3.108114053,3.887955244,0,0.0
0,1,1.5982218600000002,31,8,13,6,1,9,6,2,0,0,0,1,-0.0,1,0,2.7219723795,7.461278847,0,0,0,0,1.8245719595,0.0,2.8859880545000003,-0.0,1,-0.0,-0.0,0,0.0
0,0,-0.0,4,17,16,12,30,2,5,1,0,1,1,1,-0.0,1,0,0.0,0.0,0,1,0,1,0.0,1.809687201,0.0,6.3431309085,0,-0.0,7.775910488,0,0.0
0,1,1.5982218600000002,72,13,8,6,30,4,6,3,0,1,0,0,-0.0,1,1,5.443944759,7.461278847,1,1,1,0,0.0,1.809687201,0.0,12.686261817,1,6.216228106,3.887955244,0,2.1417401985
0,0,1.5982218600000002,5,16,20,10,30,7,4,4,1,0,0,1,8.169167537,1,0,0.0,0.0,0,1,1,1,1.8245719595,1.809687201,0.0,6.3431309085,0,-0.0,7.775910488,1,2.1417401985
